"Scenario","Vehicle","Country","Year","Sales"
"Momentum","Medium trucks","Canada",2015,0
"Momentum","Medium trucks","Canada",2016,0
"Momentum","Medium trucks","Canada",2017,0
"Momentum","Medium trucks","Canada",2018,0
"Momentum","Medium trucks","Canada",2019,0
"Momentum","Medium trucks","Canada",2020,0
"Momentum","Medium trucks","Canada",2021,16
"Momentum","Medium trucks","Canada",2022,256
"Momentum","Medium trucks","Canada",2023,106
"Momentum","Medium trucks","Canada",2024,185
"Momentum","Medium trucks","Canada",2025,4447
"Momentum","Medium trucks","Canada",2026,6841
"Momentum","Medium trucks","Canada",2027,10521
"Momentum","Medium trucks","Canada",2028,16178
"Momentum","Medium trucks","Canada",2029,24871
"Momentum","Medium trucks","Canada",2030,38227
"Momentum","Medium trucks","Canada",2031,45539
"Momentum","Medium trucks","Canada",2032,52931
"Momentum","Medium trucks","Canada",2033,60380
"Momentum","Medium trucks","Canada",2034,67909
"Momentum","Medium trucks","Canada",2035,75494
"Momentum","Medium trucks","Canada",2036,83160
"Momentum","Medium trucks","Canada",2037,90883
"Momentum","Medium trucks","Canada",2038,98686
"Momentum","Medium trucks","Canada",2039,106545
"Momentum","Medium trucks","Canada",2040,114485
"Momentum","Medium trucks","Canada",2041,115012
"Momentum","Medium trucks","Canada",2042,115538
"Momentum","Medium trucks","Canada",2043,116065
"Momentum","Medium trucks","Canada",2044,116591
"Momentum","Medium trucks","Canada",2045,117118
"Momentum","Medium trucks","Canada",2046,117645
"Momentum","Medium trucks","Canada",2047,118171
"Momentum","Medium trucks","Canada",2048,118698
"Momentum","Medium trucks","Canada",2049,119224
"Momentum","Medium trucks","Canada",2050,119751
"Momentum","Medium trucks","Mexico",2015,0
"Momentum","Medium trucks","Mexico",2016,0
"Momentum","Medium trucks","Mexico",2017,0
"Momentum","Medium trucks","Mexico",2018,0
"Momentum","Medium trucks","Mexico",2019,0
"Momentum","Medium trucks","Mexico",2020,0
"Momentum","Medium trucks","Mexico",2021,0
"Momentum","Medium trucks","Mexico",2022,0
"Momentum","Medium trucks","Mexico",2023,0
"Momentum","Medium trucks","Mexico",2024,30
"Momentum","Medium trucks","Mexico",2025,516
"Momentum","Medium trucks","Mexico",2026,618
"Momentum","Medium trucks","Mexico",2027,727
"Momentum","Medium trucks","Mexico",2028,847
"Momentum","Medium trucks","Mexico",2029,972
"Momentum","Medium trucks","Mexico",2030,1105
"Momentum","Medium trucks","Mexico",2031,1754
"Momentum","Medium trucks","Mexico",2032,2454
"Momentum","Medium trucks","Mexico",2033,3202
"Momentum","Medium trucks","Mexico",2034,4004
"Momentum","Medium trucks","Mexico",2035,4856
"Momentum","Medium trucks","Mexico",2036,6093
"Momentum","Medium trucks","Mexico",2037,7407
"Momentum","Medium trucks","Mexico",2038,8793
"Momentum","Medium trucks","Mexico",2039,10257
"Momentum","Medium trucks","Mexico",2040,12747
"Momentum","Medium trucks","Mexico",2041,14452
"Momentum","Medium trucks","Mexico",2042,16236
"Momentum","Medium trucks","Mexico",2043,18098
"Momentum","Medium trucks","Mexico",2044,20038
"Momentum","Medium trucks","Mexico",2045,22056
"Momentum","Medium trucks","Mexico",2046,24153
"Momentum","Medium trucks","Mexico",2047,26400
"Momentum","Medium trucks","Mexico",2048,31109
"Momentum","Medium trucks","Mexico",2049,36023
"Momentum","Medium trucks","Mexico",2050,41655
"Momentum","Medium trucks","United States",2015,5
"Momentum","Medium trucks","United States",2016,5
"Momentum","Medium trucks","United States",2017,12
"Momentum","Medium trucks","United States",2018,78
"Momentum","Medium trucks","United States",2019,85
"Momentum","Medium trucks","United States",2020,98
"Momentum","Medium trucks","United States",2021,140
"Momentum","Medium trucks","United States",2022,365
"Momentum","Medium trucks","United States",2023,703
"Momentum","Medium trucks","United States",2024,763
"Momentum","Medium trucks","United States",2025,139417
"Momentum","Medium trucks","United States",2026,151298
"Momentum","Medium trucks","United States",2027,182535
"Momentum","Medium trucks","United States",2028,226022
"Momentum","Medium trucks","United States",2029,259666
"Momentum","Medium trucks","United States",2030,306909
"Momentum","Medium trucks","United States",2031,369950
"Momentum","Medium trucks","United States",2032,416812
"Momentum","Medium trucks","United States",2033,481549
"Momentum","Medium trucks","United States",2034,542203
"Momentum","Medium trucks","United States",2035,605574
"Momentum","Medium trucks","United States",2036,643830
"Momentum","Medium trucks","United States",2037,683110
"Momentum","Medium trucks","United States",2038,722666
"Momentum","Medium trucks","United States",2039,764000
"Momentum","Medium trucks","United States",2040,807250
"Momentum","Medium trucks","United States",2041,816937
"Momentum","Medium trucks","United States",2042,824816
"Momentum","Medium trucks","United States",2043,833181
"Momentum","Medium trucks","United States",2044,841572
"Momentum","Medium trucks","United States",2045,849258
"Momentum","Medium trucks","United States",2046,856721
"Momentum","Medium trucks","United States",2047,863719
"Momentum","Medium trucks","United States",2048,874093
"Momentum","Medium trucks","United States",2049,883169
"Momentum","Medium trucks","United States",2050,896089
"Momentum","Vans","Canada",2015,0
"Momentum","Vans","Canada",2016,0
"Momentum","Vans","Canada",2017,0
"Momentum","Vans","Canada",2018,0
"Momentum","Vans","Canada",2019,0
"Momentum","Vans","Canada",2020,0
"Momentum","Vans","Canada",2021,0
"Momentum","Vans","Canada",2022,83
"Momentum","Vans","Canada",2023,2280
"Momentum","Vans","Canada",2024,2900
"Momentum","Vans","Canada",2025,10709
"Momentum","Vans","Canada",2026,12835
"Momentum","Vans","Canada",2027,14827
"Momentum","Vans","Canada",2028,22007
"Momentum","Vans","Canada",2029,27915
"Momentum","Vans","Canada",2030,38987
"Momentum","Vans","Canada",2031,48126
"Momentum","Vans","Canada",2032,53946
"Momentum","Vans","Canada",2033,60922
"Momentum","Vans","Canada",2034,63088
"Momentum","Vans","Canada",2035,65053
"Momentum","Vans","Canada",2036,64969
"Momentum","Vans","Canada",2037,64983
"Momentum","Vans","Canada",2038,65053
"Momentum","Vans","Canada",2039,65069
"Momentum","Vans","Canada",2040,65042
"Momentum","Vans","Canada",2041,65165
"Momentum","Vans","Canada",2042,65372
"Momentum","Vans","Canada",2043,65348
"Momentum","Vans","Canada",2044,65461
"Momentum","Vans","Canada",2045,65807
"Momentum","Vans","Canada",2046,65943
"Momentum","Vans","Canada",2047,66051
"Momentum","Vans","Canada",2048,66141
"Momentum","Vans","Canada",2049,66088
"Momentum","Vans","Canada",2050,66002
"Momentum","Vans","Mexico",2015,0
"Momentum","Vans","Mexico",2016,0
"Momentum","Vans","Mexico",2017,0
"Momentum","Vans","Mexico",2018,0
"Momentum","Vans","Mexico",2019,0
"Momentum","Vans","Mexico",2020,57
"Momentum","Vans","Mexico",2021,494
"Momentum","Vans","Mexico",2022,684
"Momentum","Vans","Mexico",2023,1578
"Momentum","Vans","Mexico",2024,2748
"Momentum","Vans","Mexico",2025,47823
"Momentum","Vans","Mexico",2026,71181
"Momentum","Vans","Mexico",2027,94482
"Momentum","Vans","Mexico",2028,189354
"Momentum","Vans","Mexico",2029,269111
"Momentum","Vans","Mexico",2030,351752
"Momentum","Vans","Mexico",2031,382940
"Momentum","Vans","Mexico",2032,415817
"Momentum","Vans","Mexico",2033,445781
"Momentum","Vans","Mexico",2034,474289
"Momentum","Vans","Mexico",2035,503011
"Momentum","Vans","Mexico",2036,531355
"Momentum","Vans","Mexico",2037,558659
"Momentum","Vans","Mexico",2038,583894
"Momentum","Vans","Mexico",2039,609724
"Momentum","Vans","Mexico",2040,633745
"Momentum","Vans","Mexico",2041,629332
"Momentum","Vans","Mexico",2042,624433
"Momentum","Vans","Mexico",2043,619790
"Momentum","Vans","Mexico",2044,612857
"Momentum","Vans","Mexico",2045,605941
"Momentum","Vans","Mexico",2046,598243
"Momentum","Vans","Mexico",2047,590533
"Momentum","Vans","Mexico",2048,582811
"Momentum","Vans","Mexico",2049,575078
"Momentum","Vans","Mexico",2050,567333
"Momentum","Vans","United States",2015,0
"Momentum","Vans","United States",2016,0
"Momentum","Vans","United States",2017,0
"Momentum","Vans","United States",2018,0
"Momentum","Vans","United States",2019,0
"Momentum","Vans","United States",2020,0
"Momentum","Vans","United States",2021,15
"Momentum","Vans","United States",2022,8959
"Momentum","Vans","United States",2023,16669
"Momentum","Vans","United States",2024,25336
"Momentum","Vans","United States",2025,119140
"Momentum","Vans","United States",2026,181265
"Momentum","Vans","United States",2027,267977
"Momentum","Vans","United States",2028,312281
"Momentum","Vans","United States",2029,404184
"Momentum","Vans","United States",2030,456465
"Momentum","Vans","United States",2031,506244
"Momentum","Vans","United States",2032,561252
"Momentum","Vans","United States",2033,606135
"Momentum","Vans","United States",2034,624369
"Momentum","Vans","United States",2035,647238
"Momentum","Vans","United States",2036,658394
"Momentum","Vans","United States",2037,670279
"Momentum","Vans","United States",2038,683312
"Momentum","Vans","United States",2039,695407
"Momentum","Vans","United States",2040,709381
"Momentum","Vans","United States",2041,719814
"Momentum","Vans","United States",2042,730524
"Momentum","Vans","United States",2043,741740
"Momentum","Vans","United States",2044,751594
"Momentum","Vans","United States",2045,766280
"Momentum","Vans","United States",2046,776129
"Momentum","Vans","United States",2047,788218
"Momentum","Vans","United States",2048,800668
"Momentum","Vans","United States",2049,810034
"Momentum","Vans","United States",2050,824449
