"Scenario","Vehicle","Country","Year","Sales","EV_Stock","LIB_reuse_EV","LIB_recycling","LIB_Available","add_LIB","add_LIB_vector","LIB_Available_vector","LIB_recycling_vector","EV_Stock_vector"
"Momentum","Buses","Canada",2015,0,0,0,0,0,0,"0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Momentum","Buses","Canada",2016,5,0,0,0,0,0,"0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Momentum","Buses","Canada",2017,11,11,0,0,0,0,"0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Momentum","Buses","Canada",2018,27,38,0,0,0,0,"0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","27|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Momentum","Buses","Canada",2019,115,153,0,0,0,0,"0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","115|27|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Momentum","Buses","Canada",2020,315,468,0,0,0,0,"0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","315|115|27|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Momentum","Buses","Canada",2021,269,736,0,1,0,1,"0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","269|315|115|27|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Momentum","Buses","Canada",2022,678,1412,0,2,1,2,"0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","678|269|314|114|27|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Momentum","Buses","Canada",2023,1193,2602,0,3,1,3,"1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1193|677|268|313|114|27|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Momentum","Buses","Canada",2024,740,3337,0,6,2,6,"0|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","740|1191|676|268|312|113|26|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Momentum","Buses","Canada",2025,965,4292,1,9,3,9,"1|1|2|2|1|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1|1|2|2|1|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","965|739|1190|674|266|310|112|26|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Momentum","Buses","Canada",2026,1062,5339,3,15,4,13,"1|1|1|3|3|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|1|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1|1|1|3|3|2|3|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1062|964|738|1186|672|265|307|110|25|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Momentum","Buses","Canada",2027,1169,6473,5,24,5,19,"1|1|2|2|5|4|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1|1|2|2|5|4|2|4|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1169|1061|962|736|1182|667|262|302|108|24|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Momentum","Buses","Canada",2028,1285,7719,8,38,8,30,"1|1|2|2|3|7|6|4|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|1|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1|1|2|2|3|7|6|4|7|4|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1285|1167|1059|960|733|1174|661|258|296|104|23|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Momentum","Buses","Canada",2029,1413,9073,11,58,12,46,"1|1|2|3|4|4|11|10|6|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|1|1|1|2|2|1|2|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1|1|2|3|4|4|11|10|6|10|5|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1413|1283|1166|1056|956|728|1163|651|252|286|98|21|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Momentum","Buses","Canada",2030,1551,10543,16,87,20,71,"1|1|2|3|4|6|7|17|14|8|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|1|1|1|1|3|3|2|3|3|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1|1|2|3|4|6|7|17|14|8|14|7|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1551|1411|1281|1163|1052|950|721|1156|635|243|273|90|19|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Momentum","Buses","Canada",2031,1827,12264,20,127,33,107,"1|2|2|3|4|6|9|10|25|21|12|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|1|1|1|2|2|5|4|3|8|4|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1|2|2|3|4|6|9|10|25|21|12|19|9|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1827|1549|1409|1278|1158|1045|940|710|1145|626|229|253|79|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Momentum","Buses","Canada",2032,2113,14251,28,181,51,153,"1|2|2|3|5|7|10|14|15|37|30|15|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1|1|1|1|1|1|2|3|3|8|6|7|11|5|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1|2|2|3|5|7|10|14|16|37|30|16|25|10|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","2112|1825|1546|1405|1273|1151|1035|926|703|1129|612|222|234|66|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Momentum","Buses","Canada",2033,2410,16483,34,246,78,212,"2|2|3|4|5|8|11|15|18|21|52|40|19|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","2|2|1|1|1|2|2|3|4|5|11|17|9|13|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","2|2|3|4|5|8|11|15|21|23|53|41|20|28|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","2409|2110|1822|1542|1400|1265|1139|1019|917|694|1105|592|211|208|51|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Momentum","Buses","Canada",2034,2719,18993,38,326,121,279,"2|2|3|4|6|8|12|17|19|27|30|70|50|22|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","4|3|3|2|1|2|2|3|5|6|7|32|22|11|14|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0","2|3|3|5|6|8|12|17|23|30|33|73|51|23|29|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0","2718|2407|2107|1817|1536|1391|1252|1132|1010|904|679|1069|564|196|184|27|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Momentum","Buses","Canada",2035,3038,21687,51,414,163,330,"2|3|4|5|7|9|13|18|19|28|38|42|88|54|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","6|6|5|3|2|2|3|4|5|7|9|19|39|27|11|13|4|0|0|0|0|0|0|0|0|0|0|0|0|0","2|3|4|5|7|9|13|18|25|33|43|45|90|59|24|26|7|0|0|0|0|0|0|0|0|0|0|0|0|0","3037|2715|2403|2101|1810|1527|1377|1245|1122|995|885|657|1010|525|167|95|17|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Momentum","Buses","Canada",2036,3368,24651,67,505,215,392,"2|3|4|6|8|11|14|20|19|28|41|53|52|101|31|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","9|9|7|5|4|4|3|4|6|8|10|25|24|47|28|11|10|3|0|0|0|0|0|0|0|0|0|0|0|0","2|3|5|6|8|11|14|20|27|37|47|58|56|104|60|21|20|5|0|0|0|0|0|0|0|0|0|0|0|0","3367|3034|2711|2397|2093|1798|1511|1369|1233|1106|974|857|626|942|471|105|47|9|0|0|0|0|0|0|0|0|0|0|0|0"
"Momentum","Buses","Canada",2037,3710,27849,92,594,272,417,"2|3|5|7|9|13|17|22|18|29|41|55|66|59|72|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","13|12|11|9|7|5|5|4|6|8|11|27|32|29|50|27|9|7|0|0|0|0|0|0|0|0|0|0|0|0","3|4|5|7|10|13|17|22|30|40|52|64|73|64|106|54|17|14|0|0|0|0|0|0|0|0|0|0|0|0","3709|3364|3029|2704|2387|2080|1791|1502|1356|1216|1082|943|817|584|855|332|72|26|0|0|0|0|0|0|0|0|0|0|0|0"
"Momentum","Buses","Canada",2038,4063,31236,120,685,335,406,"3|4|5|7|10|14|20|26|19|28|43|57|70|76|24|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","14|16|15|14|11|8|8|7|7|9|12|31|35|38|31|47|22|6|5|0|0|0|0|0|0|0|0|0|0|0","3|4|6|8|11|15|20|26|33|44|57|71|80|84|66|95|42|11|8|0|0|0|0|0|0|0|0|0|0|0","4062|3705|3358|3021|2693|2372|2072|1781|1489|1337|1190|1048|899|762|530|634|230|41|13|0|0|0|0|0|0|0|0|0|0|0"
"Momentum","Buses","Canada",2039,4426,34874,149,774,393,448,"3|4|6|8|12|16|22|30|27|31|44|60|73|80|32|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","12|17|19|18|16|12|11|11|10|10|13|34|39|42|40|29|38|15|4|3|0|0|0|0|0|0|0|0|0|0","3|4|6|9|12|17|23|31|39|49|63|78|89|92|86|59|74|28|7|4|0|0|0|0|0|0|0|0|0|0","4425|4058|3699|3349|3009|2687|2363|2059|1764|1467|1308|1152|989|839|691|383|450|156|19|6|0|0|0|0|0|0|0|0|0|0"
"Momentum","Buses","Canada",2040,4801,38775,179,865,450,486,"3|4|6|9|13|18|25|34|32|42|49|63|78|85|24|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","13|15|21|22|20|18|15|14|13|14|15|38|42|46|44|38|24|27|10|2|0|0|0|0|0|0|0|0|0|0","3|5|7|10|14|19|26|35|46|58|70|86|97|102|94|77|46|50|17|4|0|0|0|0|0|0|0|0|0|0","4800|4420|4051|3690|3336|3002|2676|2349|2040|1739|1436|1266|1098|923|761|516|260|309|97|5|0|0|0|0|0|0|0|0|0|0"
"Momentum","Buses","Canada",2041,4893,42658,210,969,511,534,"3|5|7|10|14|20|28|38|38|50|63|70|84|90|13|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","13|17|19|23|24|22|21|19|17|17|19|42|48|50|49|42|31|17|17|5|0|0|0|0|0|0|0|0|0|0","3|5|8|11|15|22|30|40|53|67|83|94|108|112|104|84|60|31|30|9|0|0|0|0|0|0|0|0|0|0","4892|4795|4413|4041|3675|3328|2990|2660|2327|2011|1702|1390|1207|1024|838|577|357|177|198|56|0|0|0|0|0|0|0|0|0|0"
"Momentum","Buses","Canada",2042,4986,46491,238,1087,576,596,"3|5|8|11|16|22|31|43|45|59|74|89|93|99|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","13|17|20|22|25|25|25|24|20|23|24|51|53|55|54|46|34|22|10|9|3|0|0|0|0|0|0|0|0|0","3|5|8|12|17|24|33|45|60|78|96|112|119|123|114|93|66|40|18|16|4|0|0|0|0|0|0|0|0|0","4985|4887|4787|4402|4024|3666|3315|2972|2636|2294|1968|1647|1325|1127|921|635|414|232|110|122|23|0|0|0|0|0|0|0|0|0"
"Momentum","Buses","Canada",2043,5078,50263,263,1219,644,676,"3|5|8|12|17|24|34|48|51|68|87|104|116|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","14|18|21|24|23|28|28|28|25|27|28|62|63|61|59|50|38|24|14|6|5|0|0|0|0|0|0|0|0|0","4|5|8|13|18|26|37|50|68|88|110|131|140|135|126|102|72|44|24|10|8|0|0|0|0|0|0|0|0|0","5077|4980|4879|4775|4395|4014|3652|3295|2945|2598|2245|1905|1561|1237|1022|697|455|251|152|57|73|0|0|0|0|0|0|0|0|0"
"Momentum","Buses","Canada",2044,5170,54009,293,1375,731,765,"3|5|8|12|18|26|38|52|56|77|100|121|134|114|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","16|19|21|25|27|26|31|32|31|31|34|74|75|74|65|55|41|27|15|8|3|2|0|0|0|0|0|0|0|0","4|6|9|13|20|28|40|56|75|99|126|150|163|160|138|112|79|49|26|13|5|4|0|0|0|0|0|0|0|0","5169|5071|4971|4866|4767|4384|3999|3630|3265|2903|2533|2173|1816|1457|1114|774|499|296|164|92|25|41|0|0|0|0|0|0|0|0"
"Momentum","Buses","Canada",2045,5262,57651,319,1541,819,875,"3|5|8|12|19|29|41|57|61|85|112|139|157|148|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","18|21|24|25|27|28|30|34|36|35|40|86|88|85|76|61|45|29|17|8|4|0|0|0|0|0|0|0|0|0","4|6|9|13|20|31|43|61|84|110|141|170|187|186|162|123|87|54|29|14|6|0|0|0|0|0|0|0|0|0","5261|5163|5063|4959|4858|4755|4367|3975|3596|3219|2841|2452|2071|1695|1321|844|555|332|171|92|46|7|7|0|0|0|0|0|0|0"
"Momentum","Buses","Canada",2046,5355,61204,354,1726,927,976,"3|5|8|12|19|29|44|63|65|92|123|155|178|178|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","22|24|27|29|30|31|33|36|39|39|46|101|101|97|88|72|50|32|18|9|4|0|0|0|0|0|0|0|0|0","4|6|9|14|21|31|47|66|91|122|157|191|212|211|188|145|96|59|32|16|7|0|0|0|0|0|0|0|0|0","5354|5255|5155|5050|4951|4847|4737|4341|3939|3545|3149|2750|2337|1933|1520|1000|604|371|197|103|51|15|0|0|0|0|0|0|0|0"
"Momentum","Buses","Canada",2047,5447,64641,393,1926,1050,1077,"3|5|8|13|20|30|45|68|70|99|135|171|198|204|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","25|29|31|33|33|34|35|39|41|43|51|116|117|111|101|83|59|35|20|10|5|0|0|0|0|0|0|0|0|0","4|6|9|14|21|32|48|72|99|133|174|214|238|240|214|168|113|65|35|17|8|0|0|0|0|0|0|0|0|0","5446|5348|5247|5142|5042|4939|4828|4709|4301|3883|3469|3049|2621|2181|1751|1151|714|398|236|114|57|16|0|0|0|0|0|0|0|0"
"Momentum","Buses","Canada",2048,5539,67925,438,2139,1190,1173,"4|5|8|13|20|30|46|69|75|106|145|187|219|228|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","28|33|36|37|38|38|39|42|46|46|56|130|135|129|114|95|68|42|22|11|5|2|0|0|0|0|0|0|0|0","4|6|10|15|22|33|50|74|108|145|190|236|267|270|242|192|131|76|39|19|8|4|0|0|0|0|0|0|0|0","5538|5440|5339|5233|5134|5030|4920|4799|4665|4240|3799|3358|2906|2437|1978|1321|823|479|259|134|64|29|0|0|0|0|0|0|0|0"
"Momentum","Buses","Canada",2049,5631,71034,487,2354,1332,1262,"4|6|9|13|20|31|47|71|73|114|157|202|240|253|24|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","32|36|41|43|43|43|43|46|49|52|60|142|150|145|129|107|77|48|26|12|6|2|0|0|0|0|0|0|0|0","4|7|10|15|23|34|51|76|111|158|207|259|294|301|272|216|149|88|46|21|9|4|0|0|0|0|0|0|0|0","5630|5532|5431|5326|5225|5121|5011|4890|4755|4599|4149|3678|3201|2712|2210|1500|946|559|311|145|71|32|0|0|0|0|0|0|0|0"
"Momentum","Buses","Canada",2050,5724,73939,542,2567,1482,1341,"4|6|9|13|21|31|48|72|72|112|169|219|260|277|29|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","35|41|46|49|49|48|48|50|54|55|66|153|165|163|144|119|87|55|30|14|6|3|0|0|0|0|0|0|0|0","4|7|10|16|23|35|53|78|114|162|225|281|322|333|302|242|168|101|53|24|10|4|0|0|0|0|0|0|0|0","5723|5624|5523|5417|5317|5212|5101|4981|4845|4687|4501|4007|3506|2987|2450|1676|1075|643|364|180|77|36|7|0|0|0|0|0|0|0"
"Momentum","Cars","Canada",2015,4553,4552,0,3,1,3,"3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","4552|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Momentum","Cars","Canada",2016,5178,9724,0,8,3,8,"3|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","3|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","5177|4547|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Momentum","Cars","Canada",2017,9666,19374,0,18,7,18,"6|5|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","2|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","6|5|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","9664|5171|4540|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Momentum","Cars","Canada",2018,21307,40646,0,43,17,43,"14|10|8|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","5|4|3|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","14|10|8|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","21302|9653|5163|4528|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Momentum","Cars","Canada",2019,32402,72995,0,87,35,87,"21|21|15|13|17|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","8|9|6|5|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","21|21|15|13|17|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","32394|21293|9638|5150|4521|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Momentum","Cars","Canada",2020,34806,107736,0,159,64,159,"22|32|33|24|20|27|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","9|13|14|10|8|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","22|32|33|24|20|27|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","34797|32381|21279|9628|5141|4510|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Momentum","Cars","Canada",2021,58726,166346,0,286,116,286,"37|35|51|52|37|31|42|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","15|14|21|21|15|13|17|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","37|35|51|52|37|31|42|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","58711|34783|32360|21258|9613|5129|4492|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Momentum","Cars","Canada",2022,98486,264625,64,508,142,444,"63|59|55|80|82|58|48|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","13|12|11|16|21|23|19|26|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","63|59|55|80|82|58|48|64|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","98461|58687|34761|32328|21225|9589|5109|4466|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Momentum","Cars","Canada",2023,136693,400960,171,876,188,705,"87|99|92|86|125|128|89|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","18|20|19|18|25|26|18|15|28|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","87|99|92|86|125|127|89|73|97|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","136658|98421|58650|34726|32277|21173|9553|5079|4424|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Momentum","Cars","Canada",2024,177214,577568,302,1466,302,1164,"113|137|155|145|134|194|197|90|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","24|28|32|30|28|40|40|28|23|30|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","113|137|155|145|134|194|197|137|111|143|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","177168|136603|98358|58591|34672|32198|21092|9496|5029|4362|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Momentum","Cars","Canada",2025,214543,791120,495,2386,495,1891,"137|177|215|242|226|208|300|302|84|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","29|37|45|51|47|43|62|62|42|34|43|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","137|178|215|243|226|209|300|302|207|163|205|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","214488|177097|136516|98260|58499|34587|32074|20966|9408|4958|4268|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Momentum","Cars","Canada",2026,284033,1073553,741,3806,859,3065,"181|215|278|336|379|352|322|459|415|128|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","41|46|59|71|80|74|68|96|94|63|49|118|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","182|216|279|337|380|352|323|460|457|306|234|280|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","283960|214401|176984|136379|98106|58356|34454|31883|20772|9275|4851|4132|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Momentum","Cars","Canada",2027,342244,1413253,1124,5921,1411,4797,"218|284|337|436|526|590|544|493|639|606|124|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","53|64|73|93|113|127|116|105|146|142|92|135|152|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","220|286|339|438|527|591|545|495|695|675|438|320|352|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","342156|283845|214265|176807|136166|97865|58132|34248|31588|20478|9076|4688|3939|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
